tenure,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_method,internet_service,churn
72,58.4,,1,3.0,Month-to-month,Mailed check,Fiber optic,1
56,113.12,6174.62,4,1.0,Month-to-month,Mailed check,No,0
24,34.92,870.79,4,10.0,Two year,Electronic check,Fiber optic,1
70,119.71,8233.37,6,4.0,Month-to-month,Mailed check,Fiber optic,0
36,57.91,2170.14,2,9.0,One year,Electronic check,Fiber optic,1
37,84.88,2787.3,5,6.0,Month-to-month,Electronic check,Fiber optic,1
32,116.79,3639.22,4,7.0,One year,Electronic check,No,1
11,25.76,287.83,5,8.0,One year,Bank transfer,No,1
68,112.29,7267.72,3,2.0,One year,Bank transfer,Fiber optic,0
2,76.78,141.65,3,2.0,Two year,Bank transfer,No,0
13,90.44,1230.92,2,10.0,One year,Electronic check,Fiber optic,1
17,34.92,521.33,6,7.0,One year,Credit card,No,1
21,73.34,1435.7,1,3.0,Month-to-month,Bank transfer,No,1
10,87.35,895.05,2,7.0,Two year,Bank transfer,Fiber optic,0
2,65.62,135.19,3,4.0,Month-to-month,Credit card,No,1
49,35.5,,2,9.0,Month-to-month,Mailed check,Fiber optic,1
70,44.41,3192.54,7,5.0,Month-to-month,Bank transfer,Fiber optic,1
9,105.44,816.29,3,3.0,Month-to-month,Electronic check,Fiber optic,1
22,23.45,534.45,2,7.0,One year,Mailed check,Fiber optic,1
37,90.89,3146.47,2,8.0,Month-to-month,Mailed check,Fiber optic,1
67,119.94,7877.86,2,,Month-to-month,Electronic check,DSL,1
50,20.75,963.69,5,8.0,Two year,Bank transfer,Fiber optic,1
56,36.1,,4,2.0,Two year,Electronic check,Fiber optic,1
42,87.41,3543.4,2,2.0,Month-to-month,Credit card,Fiber optic,1
31,26.0,821.4,7,9.0,Two year,Electronic check,DSL,0
15,78.98,1052.91,5,6.0,Month-to-month,Electronic check,DSL,1
63,88.4,4939.86,3,0.0,Month-to-month,Mailed check,Fiber optic,1
58,78.81,4287.92,4,7.0,Two year,Mailed check,Fiber optic,1
2,56.52,96.19,5,3.0,One year,Bank transfer,DSL,1
52,89.73,4612.63,2,3.0,One year,Bank transfer,DSL,1
7,79.43,505.53,6,4.0,Month-to-month,Bank transfer,Fiber optic,1
54,40.76,2116.21,2,4.0,Month-to-month,Bank transfer,DSL,1
60,76.31,3955.91,1,9.0,Month-to-month,Credit card,DSL,1
10,108.19,956.54,4,4.0,Two year,Bank transfer,Fiber optic,1
32,86.68,2703.23,7,3.0,Month-to-month,Electronic check,Fiber optic,1
9,67.18,550.89,6,8.0,Month-to-month,Mailed check,No,1
41,52.16,1909.62,3,5.0,Month-to-month,Bank transfer,DSL,0
67,28.59,1715.87,3,0.0,One year,Mailed check,DSL,0
6,44.46,238.21,5,6.0,Month-to-month,Credit card,DSL,1
29,21.12,596.9,2,,One year,Mailed check,Fiber optic,1
71,118.66,7443.69,6,6.0,Month-to-month,Mailed check,DSL,0
22,42.25,857.5,3,2.0,Month-to-month,Mailed check,DSL,1
10,101.49,1002.29,2,5.0,Month-to-month,Bank transfer,Fiber optic,1
36,36.86,1264.24,1,7.0,Month-to-month,Bank transfer,Fiber optic,1
37,48.36,1734.67,5,7.0,One year,Mailed check,Fiber optic,1
48,61.83,,1,7.0,Two year,Electronic check,Fiber optic,0
23,52.44,1250.2,6,10.0,Month-to-month,Electronic check,No,1
69,99.84,6425.86,7,5.0,Month-to-month,Mailed check,Fiber optic,0
38,115.77,3991.86,1,4.0,Month-to-month,Credit card,DSL,0
21,107.53,2327.83,1,5.0,Two year,Credit card,Fiber optic,1
70,35.36,2428.31,7,3.0,Two year,Bank transfer,DSL,0
67,97.67,6365.83,1,,One year,Bank transfer,DSL,1
36,34.79,1286.69,3,7.0,Month-to-month,Bank transfer,Fiber optic,1
2,111.34,191.89,7,3.0,Month-to-month,Electronic check,DSL,1
43,71.79,3141.1,1,8.0,Two year,Mailed check,DSL,1
40,53.64,,5,8.0,Month-to-month,Credit card,Fiber optic,1
11,35.7,362.07,3,10.0,One year,Bank transfer,No,1
46,21.18,878.09,4,1.0,Two year,Electronic check,DSL,0
61,44.79,2379.63,7,3.0,One year,Electronic check,Fiber optic,1
8,111.4,925.26,5,8.0,One year,Credit card,No,1
53,99.73,4642.86,3,4.0,Month-to-month,Credit card,DSL,1
11,116.98,1160.53,7,7.0,Two year,Electronic check,Fiber optic,1
54,30.08,1605.19,5,8.0,Month-to-month,Mailed check,DSL,1
31,79.22,2436.25,1,9.0,Two year,Credit card,No,1
1,45.72,40.33,3,2.0,Month-to-month,Mailed check,DSL,0
70,74.29,5267.0,2,2.0,One year,Electronic check,DSL,0
12,52.05,594.66,5,5.0,Two year,Mailed check,No,1
43,48.35,2119.99,7,5.0,One year,Mailed check,Fiber optic,1
14,77.38,939.73,1,9.0,Month-to-month,Mailed check,DSL,1
68,38.33,2237.8,6,0.0,Month-to-month,Credit card,Fiber optic,1
54,66.91,3531.48,7,2.0,Two year,Credit card,No,1
58,85.08,4342.51,7,10.0,One year,Bank transfer,Fiber optic,0
32,32.82,1002.97,5,6.0,Month-to-month,Electronic check,DSL,1
34,113.06,3278.28,3,,Two year,Mailed check,DSL,1
46,70.57,3265.65,2,2.0,Two year,Electronic check,No,0
57,101.95,5984.94,7,6.0,Two year,Electronic check,DSL,0
61,85.39,5301.38,3,4.0,One year,Mailed check,DSL,0
2,91.0,189.58,3,8.0,Two year,Electronic check,DSL,1
48,91.61,4531.92,6,0.0,Two year,Bank transfer,DSL,0
8,107.51,807.45,6,3.0,Month-to-month,Mailed check,Fiber optic,1
21,81.36,1588.4,6,7.0,Two year,Bank transfer,Fiber optic,0
60,47.82,,7,6.0,Month-to-month,Bank transfer,DSL,1
19,29.95,589.19,7,9.0,Two year,Credit card,DSL,0
58,80.63,4884.96,2,8.0,One year,Mailed check,DSL,0
34,26.64,909.08,2,0.0,One year,Electronic check,DSL,1
17,44.13,667.99,2,0.0,Month-to-month,Credit card,DSL,1
25,26.07,677.16,5,3.0,Month-to-month,Mailed check,Fiber optic,1
39,74.89,3035.87,5,10.0,Month-to-month,Credit card,DSL,1
56,36.03,1983.84,7,5.0,One year,Credit card,DSL,1
44,81.04,3642.27,6,9.0,Two year,Credit card,Fiber optic,1
68,99.09,6483.66,6,0.0,Month-to-month,Bank transfer,Fiber optic,1
63,102.19,6687.93,1,10.0,Month-to-month,Bank transfer,Fiber optic,1
55,50.95,2434.56,5,,One year,Mailed check,No,0
44,74.9,3370.72,6,8.0,Month-to-month,Mailed check,DSL,1
21,76.3,1379.74,7,9.0,Month-to-month,Credit card,DSL,1
30,67.29,1852.81,3,3.0,Month-to-month,Bank transfer,DSL,1
9,85.51,674.98,6,3.0,One year,Electronic check,DSL,0
27,41.01,1047.29,3,6.0,One year,Mailed check,No,1
67,117.92,,2,7.0,Two year,Credit card,Fiber optic,1
31,29.81,961.46,3,1.0,Month-to-month,Electronic check,Fiber optic,1
9,102.92,890.96,2,2.0,Month-to-month,Mailed check,No,1
47,79.41,3842.54,7,8.0,One year,Credit card,No,1
70,44.49,2820.35,2,8.0,Two year,Mailed check,Fiber optic,0
63,94.57,5095.18,1,1.0,Month-to-month,Bank transfer,No,1
20,28.45,571.92,5,9.0,Two year,Credit card,Fiber optic,1
33,97.44,3184.89,5,9.0,One year,Mailed check,DSL,1
39,79.0,2954.98,4,9.0,Two year,Credit card,Fiber optic,1
18,31.08,566.75,2,2.0,Month-to-month,Mailed check,No,1
20,27.95,569.07,4,7.0,Month-to-month,Mailed check,Fiber optic,1
18,95.08,1655.96,7,1.0,Month-to-month,Electronic check,Fiber optic,1
72,49.29,3702.14,1,2.0,One year,Mailed check,No,0
54,108.93,5846.59,6,0.0,Two year,Bank transfer,Fiber optic,0
61,96.21,5782.98,1,5.0,Month-to-month,Electronic check,Fiber optic,0
59,89.82,4887.54,2,,Month-to-month,Mailed check,DSL,1
70,47.86,2849.18,7,2.0,Month-to-month,Bank transfer,DSL,0
8,90.89,653.09,3,2.0,One year,Credit card,DSL,1
64,114.81,7368.3,4,3.0,Two year,Bank transfer,No,0
5,29.16,144.63,3,2.0,Month-to-month,Bank transfer,No,1
35,52.62,1687.37,5,,One year,Bank transfer,DSL,0
43,43.47,1822.7,3,1.0,Month-to-month,Mailed check,DSL,1
26,59.33,1371.44,4,3.0,Two year,Mailed check,DSL,1
11,94.23,935.7,6,3.0,Two year,Bank transfer,Fiber optic,1
14,67.42,981.15,4,2.0,Month-to-month,Electronic check,Fiber optic,0
60,77.07,4312.7,4,10.0,One year,Credit card,Fiber optic,0
23,51.42,1063.21,6,2.0,Two year,Mailed check,DSL,0
23,34.13,743.72,3,5.0,Two year,Credit card,DSL,0
67,46.69,2901.13,6,6.0,One year,Electronic check,No,1
11,105.97,1160.9,6,2.0,Month-to-month,Mailed check,Fiber optic,1
66,80.24,5520.51,7,5.0,One year,Mailed check,DSL,0
67,57.8,3750.02,4,1.0,One year,Mailed check,DSL,1
44,98.99,4217.18,4,5.0,Month-to-month,Bank transfer,DSL,1
12,26.45,,1,0.0,Two year,Bank transfer,DSL,0
12,45.39,524.49,1,4.0,Month-to-month,Credit card,DSL,1
21,43.01,825.41,1,4.0,Two year,Credit card,Fiber optic,1
42,118.54,4232.97,5,3.0,Month-to-month,Electronic check,DSL,1
12,90.61,1112.57,3,1.0,Month-to-month,Credit card,Fiber optic,1
33,81.78,2525.72,3,10.0,Month-to-month,Mailed check,Fiber optic,1
9,20.5,174.98,5,0.0,One year,Mailed check,DSL,1
39,38.43,1298.98,3,1.0,Two year,Electronic check,Fiber optic,1
2,83.55,170.01,1,1.0,Month-to-month,Bank transfer,No,1
52,57.97,2664.97,4,10.0,Month-to-month,Credit card,DSL,1
4,112.43,419.19,4,3.0,Two year,Mailed check,Fiber optic,0
15,96.47,1473.17,1,4.0,One year,Credit card,DSL,1
13,64.74,792.43,2,8.0,Month-to-month,Electronic check,DSL,1
60,94.95,5903.4,2,0.0,Two year,Credit card,DSL,0
4,117.54,,5,,Month-to-month,Mailed check,Fiber optic,1
31,66.1,,2,2.0,Month-to-month,Mailed check,Fiber optic,1
43,84.25,3787.95,1,7.0,Month-to-month,Electronic check,Fiber optic,1
38,111.87,4080.69,2,10.0,One year,Credit card,DSL,1
50,44.87,2217.56,4,,Month-to-month,Bank transfer,Fiber optic,1
58,108.66,5852.58,6,9.0,Two year,Credit card,DSL,0
29,29.75,862.98,1,9.0,Month-to-month,Mailed check,DSL,1
60,84.84,5252.15,7,3.0,Two year,Electronic check,Fiber optic,1
23,98.28,2239.22,3,2.0,Month-to-month,Bank transfer,DSL,1
71,81.46,5998.73,3,1.0,Month-to-month,Electronic check,Fiber optic,0
37,69.55,,1,8.0,Month-to-month,Bank transfer,Fiber optic,1
53,81.73,4181.93,2,7.0,Month-to-month,Electronic check,Fiber optic,1
64,35.17,2050.38,4,9.0,Month-to-month,Electronic check,Fiber optic,1
58,41.56,2391.02,5,5.0,Two year,Bank transfer,DSL,1
62,46.99,2990.27,6,10.0,Two year,Bank transfer,DSL,1
39,79.78,3046.9,4,9.0,One year,Electronic check,Fiber optic,0
4,64.19,230.21,1,8.0,Month-to-month,Electronic check,DSL,1
36,44.45,1534.31,3,8.0,Two year,Credit card,DSL,1
14,108.28,1517.72,6,1.0,Month-to-month,Electronic check,DSL,0
65,57.39,3871.63,5,8.0,One year,Electronic check,Fiber optic,0
18,64.6,1024.8,5,10.0,One year,Credit card,Fiber optic,0
17,60.97,907.45,4,3.0,Month-to-month,Bank transfer,DSL,1
18,38.19,641.08,4,8.0,Month-to-month,Electronic check,DSL,0
47,93.16,3831.74,7,3.0,Two year,Credit card,DSL,1
42,64.85,2849.22,5,2.0,Month-to-month,Mailed check,DSL,0
69,21.63,1395.25,5,8.0,One year,Bank transfer,Fiber optic,0
30,116.4,3340.87,3,1.0,Two year,Bank transfer,DSL,1
21,101.58,1910.09,4,,Month-to-month,Mailed check,DSL,1
4,92.36,347.21,5,10.0,Month-to-month,Mailed check,No,1
1,106.91,111.93,7,1.0,Month-to-month,Bank transfer,Fiber optic,1
27,110.68,2832.18,6,1.0,Two year,Mailed check,DSL,0
67,53.75,3067.42,5,10.0,Month-to-month,Electronic check,Fiber optic,1
38,81.1,2769.01,6,8.0,Month-to-month,Bank transfer,Fiber optic,1
65,80.88,5497.41,1,5.0,Month-to-month,Bank transfer,No,1
8,46.73,391.71,2,,Two year,Bank transfer,No,1
7,42.2,263.53,2,10.0,Two year,Bank transfer,Fiber optic,0
61,31.39,1863.19,5,7.0,One year,Bank transfer,DSL,1
8,85.93,594.9,6,9.0,Two year,Credit card,Fiber optic,1
4,98.09,378.82,2,1.0,One year,Credit card,DSL,1
30,96.1,2523.16,2,5.0,Two year,Credit card,Fiber optic,0
67,51.63,3506.71,4,7.0,Month-to-month,Electronic check,No,1
50,40.53,2103.33,7,0.0,Month-to-month,Electronic check,DSL,1
8,65.36,462.54,1,5.0,Two year,Mailed check,No,1
61,74.68,4293.73,7,0.0,Month-to-month,Bank transfer,Fiber optic,0
61,111.91,5941.85,2,9.0,Month-to-month,Electronic check,DSL,0
58,107.48,5721.59,2,7.0,One year,Electronic check,No,1
65,111.61,6260.9,5,2.0,One year,Electronic check,Fiber optic,0
18,105.03,1706.99,6,5.0,Month-to-month,Bank transfer,Fiber optic,1
71,116.46,,7,1.0,Month-to-month,Credit card,Fiber optic,1
24,66.55,1371.87,1,,Month-to-month,Mailed check,DSL,1
58,24.75,,1,2.0,Month-to-month,Bank transfer,DSL,1
42,28.36,1030.9,4,6.0,Month-to-month,Electronic check,Fiber optic,1
57,59.03,3215.99,4,0.0,Month-to-month,Electronic check,No,1
46,45.77,1979.99,2,1.0,One year,Bank transfer,Fiber optic,1
47,36.99,1801.66,5,10.0,Month-to-month,Mailed check,No,0
45,115.32,4617.58,2,4.0,Month-to-month,Electronic check,No,0
57,39.54,1996.71,7,1.0,One year,Electronic check,DSL,0
54,115.94,6259.15,2,7.0,Month-to-month,Credit card,Fiber optic,1
10,96.08,956.13,5,2.0,Month-to-month,Bank transfer,Fiber optic,0
60,84.09,4994.12,4,6.0,Month-to-month,Credit card,DSL,1
39,87.6,2921.79,1,8.0,One year,Mailed check,Fiber optic,0
24,53.15,1150.58,5,7.0,Month-to-month,Credit card,Fiber optic,1
38,84.64,3274.15,2,2.0,Month-to-month,Credit card,No,1
70,38.67,2626.16,4,2.0,One year,Mailed check,No,1
62,113.77,6845.22,5,2.0,Two year,Electronic check,Fiber optic,0
61,50.18,,1,6.0,One year,Credit card,Fiber optic,1
34,45.52,1396.06,2,7.0,Two year,Mailed check,Fiber optic,1
57,91.12,5398.01,3,5.0,One year,Mailed check,No,0
28,85.64,2387.25,7,4.0,Month-to-month,Credit card,Fiber optic,1
50,65.13,2850.65,2,0.0,Month-to-month,Mailed check,No,0
47,83.24,,7,9.0,Month-to-month,Credit card,No,1
18,35.95,625.41,4,7.0,Month-to-month,Electronic check,DSL,1
20,87.33,1601.06,7,7.0,Month-to-month,Mailed check,No,1
5,47.06,,6,,Month-to-month,Mailed check,Fiber optic,1
11,47.28,517.52,3,3.0,One year,Mailed check,DSL,0
32,36.22,1072.41,4,3.0,One year,Electronic check,DSL,0
35,53.24,1799.58,6,6.0,Month-to-month,Credit card,Fiber optic,1
12,53.13,632.52,1,8.0,Month-to-month,Bank transfer,DSL,1
31,65.42,1803.06,5,9.0,Month-to-month,Bank transfer,DSL,1
44,39.04,1784.49,4,5.0,Month-to-month,Bank transfer,Fiber optic,1
17,39.3,615.48,1,4.0,Month-to-month,Bank transfer,DSL,1
25,74.17,1731.64,7,4.0,Month-to-month,Bank transfer,Fiber optic,0
27,32.89,878.89,2,8.0,Month-to-month,Bank transfer,Fiber optic,1
37,88.89,3196.04,7,3.0,Two year,Bank transfer,DSL,1
27,114.39,2897.12,2,4.0,Month-to-month,Credit card,Fiber optic,1
54,62.68,3316.85,4,8.0,One year,Electronic check,DSL,0
24,110.11,2723.41,3,5.0,Month-to-month,Bank transfer,No,1
32,29.83,,7,5.0,Month-to-month,Electronic check,Fiber optic,1
28,24.3,690.51,7,8.0,Month-to-month,Electronic check,No,0
14,92.14,1163.13,6,3.0,Two year,Credit card,Fiber optic,0
50,96.1,4487.3,6,0.0,Month-to-month,Mailed check,No,0
17,104.31,1703.69,6,8.0,Month-to-month,Bank transfer,Fiber optic,1
22,25.68,485.21,3,5.0,Two year,Bank transfer,Fiber optic,1
58,97.69,5688.45,7,3.0,Month-to-month,Electronic check,DSL,1
69,57.65,3638.51,4,1.0,Month-to-month,Mailed check,Fiber optic,1
49,50.33,2235.63,3,10.0,One year,Electronic check,Fiber optic,0
66,37.3,2220.2,2,7.0,Month-to-month,Mailed check,Fiber optic,1
62,119.6,6723.18,5,3.0,Two year,Electronic check,DSL,1
35,26.37,846.9,2,6.0,Month-to-month,Bank transfer,Fiber optic,1
56,102.7,5584.21,5,5.0,One year,Electronic check,Fiber optic,0
24,83.95,1947.73,1,3.0,Month-to-month,Mailed check,Fiber optic,1
34,93.51,2865.04,5,3.0,Two year,Mailed check,Fiber optic,0
39,91.17,3169.08,5,0.0,Two year,Credit card,Fiber optic,1
70,105.84,7521.94,4,10.0,Two year,Credit card,Fiber optic,1
62,38.38,2066.75,5,10.0,Two year,Mailed check,Fiber optic,0
36,20.08,688.59,7,9.0,One year,Mailed check,Fiber optic,1
47,79.85,3580.74,6,3.0,Month-to-month,Bank transfer,Fiber optic,0
15,55.39,801.63,4,10.0,Month-to-month,Bank transfer,DSL,1
58,32.38,1928.99,7,3.0,Month-to-month,Bank transfer,DSL,0
40,38.61,1505.45,7,9.0,Month-to-month,Electronic check,Fiber optic,1
39,53.17,2166.38,2,,Month-to-month,Electronic check,Fiber optic,1
56,27.02,1549.84,3,,One year,Bank transfer,DSL,1
46,25.69,1055.23,6,6.0,One year,Mailed check,Fiber optic,0
6,111.6,601.46,4,10.0,Two year,Credit card,DSL,1
21,51.21,988.25,1,2.0,Month-to-month,Electronic check,Fiber optic,1
13,118.22,1426.67,4,4.0,One year,Electronic check,DSL,0
53,116.44,5928.16,3,9.0,One year,Credit card,Fiber optic,1
3,34.26,92.14,6,5.0,Two year,Credit card,Fiber optic,1
15,91.49,1227.52,4,7.0,One year,Bank transfer,No,0
44,80.08,3263.76,1,4.0,Month-to-month,Electronic check,No,1
51,89.06,4471.22,1,0.0,Month-to-month,Electronic check,Fiber optic,1
37,29.62,1082.38,3,3.0,Two year,Credit card,Fiber optic,1
62,38.86,2518.28,2,6.0,One year,Mailed check,Fiber optic,0
67,27.66,1650.26,7,0.0,Two year,Mailed check,No,1
10,80.41,746.66,2,2.0,One year,Credit card,Fiber optic,0
69,118.66,8539.08,5,10.0,One year,Electronic check,DSL,1
45,87.2,3876.92,1,,One year,Mailed check,No,1
46,91.08,4057.52,4,2.0,Two year,Bank transfer,DSL,0
7,118.46,794.33,7,6.0,Two year,Credit card,No,0
45,87.8,3418.02,5,6.0,Month-to-month,Mailed check,DSL,1
53,24.02,1309.56,3,2.0,Month-to-month,Electronic check,Fiber optic,0
42,106.7,4369.82,6,0.0,Month-to-month,Electronic check,No,1
7,56.47,381.19,4,9.0,Month-to-month,Electronic check,Fiber optic,1
38,20.44,744.02,2,6.0,Two year,Mailed check,Fiber optic,0
68,70.72,4464.56,7,6.0,Two year,Bank transfer,DSL,0
53,113.7,5429.11,7,0.0,Month-to-month,Mailed check,DSL,1
10,45.73,457.79,4,2.0,Month-to-month,Electronic check,DSL,1
70,69.15,4607.74,1,0.0,Month-to-month,Bank transfer,Fiber optic,1
70,37.38,2241.87,3,10.0,Two year,Credit card,Fiber optic,1
13,25.77,311.5,4,8.0,One year,Electronic check,DSL,0
58,28.05,1685.01,7,6.0,Month-to-month,Bank transfer,Fiber optic,1
30,92.7,2571.81,6,7.0,Month-to-month,Bank transfer,No,1
43,106.41,4267.45,2,1.0,One year,Bank transfer,No,1
33,34.33,1104.33,4,10.0,Month-to-month,Electronic check,Fiber optic,1
57,48.83,2812.08,2,5.0,Two year,Bank transfer,No,0
72,39.5,2797.62,4,5.0,Two year,Bank transfer,Fiber optic,0
58,22.69,1342.35,4,10.0,Month-to-month,Bank transfer,DSL,1
68,75.34,4471.43,4,1.0,Month-to-month,Credit card,Fiber optic,1
69,89.99,6426.13,3,4.0,Month-to-month,Bank transfer,No,1
7,84.79,611.8,4,0.0,Month-to-month,Credit card,DSL,1
19,58.81,1065.8,6,4.0,Month-to-month,Bank transfer,DSL,0
52,75.5,3827.65,4,2.0,Month-to-month,Mailed check,No,1
43,29.41,1128.76,1,,Month-to-month,Credit card,Fiber optic,1
4,35.43,133.16,6,7.0,Two year,Bank transfer,Fiber optic,0
7,113.18,705.54,5,3.0,Month-to-month,Bank transfer,Fiber optic,1
38,96.15,3121.7,5,0.0,Two year,Bank transfer,Fiber optic,0
45,112.27,5285.46,5,1.0,Month-to-month,Mailed check,DSL,1
13,111.67,1309.19,2,7.0,Month-to-month,Bank transfer,Fiber optic,1
13,84.94,1069.57,7,6.0,Month-to-month,Mailed check,DSL,1
10,112.82,1026.72,7,10.0,Month-to-month,Electronic check,DSL,1
41,61.67,2336.62,2,9.0,Month-to-month,Mailed check,No,1
1,20.36,18.93,2,1.0,Two year,Credit card,DSL,0
42,26.26,1011.39,2,8.0,Two year,Mailed check,DSL,1
35,30.95,1058.86,7,0.0,Month-to-month,Bank transfer,DSL,1
34,29.54,1046.73,7,1.0,Month-to-month,Mailed check,No,0
49,55.17,2529.58,2,8.0,Month-to-month,Mailed check,No,0
38,90.13,3577.92,5,4.0,One year,Mailed check,DSL,1
53,99.06,5163.86,2,10.0,Month-to-month,Credit card,Fiber optic,1
56,79.02,4298.68,1,0.0,Month-to-month,Electronic check,Fiber optic,1
67,34.64,,2,5.0,Two year,Bank transfer,Fiber optic,0
58,94.79,4742.33,1,3.0,Two year,Credit card,DSL,0
38,55.48,2151.22,6,10.0,One year,Electronic check,DSL,0
36,21.3,739.81,6,7.0,Month-to-month,Credit card,Fiber optic,1
17,48.06,762.18,2,8.0,Month-to-month,Bank transfer,DSL,1
44,53.06,2363.57,4,3.0,Month-to-month,Mailed check,Fiber optic,0
11,47.42,475.78,2,9.0,One year,Electronic check,DSL,1
68,101.19,6927.18,4,9.0,One year,Credit card,No,1
61,95.99,5361.15,7,8.0,Month-to-month,Electronic check,Fiber optic,1
9,89.56,833.59,7,5.0,Two year,Credit card,Fiber optic,1
57,33.9,1746.01,6,10.0,Month-to-month,Bank transfer,Fiber optic,0
9,100.78,795.92,2,7.0,One year,Credit card,DSL,1
52,87.72,4514.09,2,0.0,Month-to-month,Mailed check,DSL,1
7,39.48,243.91,2,9.0,Month-to-month,Electronic check,Fiber optic,1
36,84.81,3174.9,1,0.0,Month-to-month,Bank transfer,Fiber optic,1
48,68.35,3218.83,5,7.0,One year,Mailed check,No,0
53,63.94,3036.97,5,2.0,Month-to-month,Bank transfer,Fiber optic,1
31,31.21,862.79,7,9.0,Month-to-month,Mailed check,Fiber optic,1
67,71.83,4979.97,1,8.0,One year,Mailed check,DSL,1
56,29.99,1631.7,2,8.0,One year,Bank transfer,DSL,0
15,36.43,562.16,6,7.0,One year,Bank transfer,DSL,0
49,33.25,1420.78,5,6.0,One year,Bank transfer,No,1
53,115.41,6331.3,3,9.0,One year,Bank transfer,Fiber optic,1
25,48.49,1156.5,2,3.0,One year,Bank transfer,Fiber optic,0
54,55.52,2949.16,4,5.0,Month-to-month,Mailed check,Fiber optic,1
65,52.21,,2,3.0,Month-to-month,Credit card,DSL,1
59,109.83,5584.62,4,1.0,Month-to-month,Electronic check,DSL,0
55,76.3,4371.05,7,9.0,Month-to-month,Credit card,DSL,1
46,111.92,5400.17,2,5.0,Month-to-month,Credit card,DSL,1
20,49.99,922.72,1,0.0,Month-to-month,Bank transfer,Fiber optic,1
58,31.48,1896.63,6,9.0,Month-to-month,Electronic check,DSL,1
27,75.62,1803.97,1,10.0,One year,Credit card,Fiber optic,0
39,54.55,1874.15,7,7.0,One year,Bank transfer,No,0
23,100.19,1992.41,6,3.0,One year,Credit card,No,0
23,107.94,2304.5,3,9.0,Two year,Electronic check,DSL,1
12,67.26,694.49,3,8.0,Month-to-month,Mailed check,Fiber optic,1
70,117.14,7617.05,3,3.0,Month-to-month,Mailed check,DSL,0
11,75.3,726.98,3,3.0,Month-to-month,Credit card,DSL,1
7,47.09,328.35,6,10.0,Month-to-month,Mailed check,Fiber optic,1
68,68.9,4763.31,6,10.0,Month-to-month,Electronic check,Fiber optic,1
40,23.73,937.39,2,7.0,Two year,Bank transfer,Fiber optic,1
32,100.4,2859.71,2,0.0,Month-to-month,Electronic check,No,1
54,30.14,1633.04,4,2.0,Month-to-month,Mailed check,DSL,1
28,50.87,1281.78,5,3.0,Month-to-month,Credit card,No,1
10,76.53,766.75,6,5.0,Month-to-month,Mailed check,DSL,1
53,24.3,1240.87,3,9.0,One year,Mailed check,No,1
13,27.93,335.26,4,,One year,Electronic check,Fiber optic,1
40,89.61,3106.59,1,3.0,One year,Mailed check,DSL,0
69,27.18,1904.49,4,1.0,One year,Credit card,Fiber optic,0
68,67.71,4778.92,5,3.0,Month-to-month,Credit card,DSL,1
26,53.87,1377.07,3,2.0,Month-to-month,Credit card,Fiber optic,0
57,42.81,,3,9.0,One year,Mailed check,DSL,0
45,38.88,1814.02,4,0.0,Month-to-month,Electronic check,No,0
35,96.34,2997.36,7,9.0,Month-to-month,Electronic check,DSL,1
11,115.15,1261.89,5,7.0,Month-to-month,Electronic check,No,1
28,34.02,876.22,7,1.0,One year,Electronic check,DSL,0
47,115.97,5164.45,1,7.0,Month-to-month,Bank transfer,Fiber optic,1
72,79.48,5043.82,6,6.0,Two year,Bank transfer,No,0
1,84.17,87.95,1,0.0,Month-to-month,Bank transfer,DSL,1
52,90.99,4708.9,3,2.0,Month-to-month,Electronic check,DSL,1
61,90.41,4982.16,3,3.0,Month-to-month,Bank transfer,Fiber optic,0
69,101.98,6503.91,2,2.0,Month-to-month,Electronic check,Fiber optic,0
31,68.35,1980.06,7,6.0,Month-to-month,Bank transfer,No,1
9,73.34,659.73,7,6.0,One year,Credit card,DSL,1
